p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
0	1.74221035316516	0.997	0.363	0	cluster_12	CCNB1	2.51347823669679
0	1.56049744506454	0.985	0.262	0	cluster_12	HMMR	2.2513219253145
0	1.5458231517438	1	0.515	0	cluster_12	PTTG1	2.23015139511213
0	1.47581136212075	0.998	0.45	0	cluster_12	TPX2	2.12914573341919
0	1.40897499985243	0.993	0.388	0	cluster_12	CCNB2	2.03272124502363
0	1.384874177953	0.982	0.263	0	cluster_12	CDC20	1.99795110878797
8.09150196940794e-306	1.34662040496684	0.998	0.548	1.57387804806954e-301	cluster_12	HMGB2	1.94276258020555
3.5371852084448e-289	1.33061836715953	0.997	0.799	6.88017894894597e-285	cluster_12	CKS2	1.91967651961682
0	1.32571820884829	0.98	0.261	0	cluster_12	ASPM	1.91260708552162
0	1.30769947923013	0.995	0.408	0	cluster_12	CENPF	1.88661155365839
0	1.28782202079171	0.975	0.366	0	cluster_12	BIRC5	1.8579344429438
9.74682438973538e-275	1.27747769738333	0.998	0.908	1.89585481204743e-270	cluster_12	UBE2S	1.84301073886119
0	1.19259641566319	0.975	0.358	0	cluster_12	KIF20B	1.72055293465923
0	1.19080040320265	0.934	0.305	0	cluster_12	AURKA	1.71796183638904
1.00579831197957e-268	1.11254003307791	0.99	0.434	1.95637829663146e-264	cluster_12	MKI67	1.60505598851195
0	1.10944226039097	0.929	0.234	0	cluster_12	CEP55	1.6005868472187
1.45924728770382e-253	1.08349472455559	0.962	0.491	2.83838189931271e-249	cluster_12	CKAP2	1.5631524659457
0	1.07412755729276	0.921	0.214	0	cluster_12	CENPE	1.54963850018845
0	1.07301419276491	0.926	0.202	0	cluster_12	DLGAP5	1.54803225470541
0	1.06349089288204	0.967	0.337	0	cluster_12	CDKN3	1.53429303719149
0	1.04782310062732	0.931	0.232	0	cluster_12	PLK1	1.51168919100394
3.14314846394097e-271	1.03699048614023	0.992	0.61	6.11373807721158e-267	cluster_12	ECT2	1.49606103180354
1.12050690870631e-301	1.02291020121445	0.975	0.396	2.17949798812464e-297	cluster_12	MAD2L1	1.47574747456682
8.65626768603021e-201	1.02202636853343	1	0.958	1.68373062760974e-196	cluster_12	TUBA1B	1.47447237354094
7.50209979546897e-212	1.01389954888147	1	0.983	1.45923343121667e-207	cluster_12	TUBB4B	1.46274785113085
2.91616191375848e-295	0.997821463765565	0.961	0.326	5.67222653845161e-291	cluster_12	NUSAP1	1.43955207746715
0	0.993945339706187	0.929	0.239	0	cluster_12	CCNA2	1.43396001250881
8.51152544893151e-250	0.979127832340506	0.99	0.722	1.65557681507167e-245	cluster_12	MZT1	1.41258286811401
1.10122717463644e-197	0.976181314978712	1	0.997	2.14199697738534e-193	cluster_12	HMGB1	1.40833194212825
3.29300855592409e-211	0.969055810235435	0.97	0.568	6.40523094212795e-207	cluster_12	SMC4	1.3980520117713
0	0.95116205248614	0.888	0.2	0	cluster_12	NUF2	1.37223677620352
0	0.94889020646763	0.877	0.192	0	cluster_12	BUB1	1.36895919521896
2.3034331251977e-285	0.939746638508243	0.796	0.221	4.48040777182205e-281	cluster_12	PRR11	1.35576781506792
0	0.939240816894432	0.865	0.239	0	cluster_12	SGO2	1.3550380687341
7.42290163622251e-51	0.936571918093163	0.597	0.327	1.44382859726164e-46	cluster_12	G2E3	1.35118766166887
2.05566364880513e-223	0.928657084997054	0.962	0.406	3.99847136329085e-219	cluster_12	TOP2A	1.33976897121165
5.23455983603982e-229	0.902674628977657	0.888	0.371	1.01817423370811e-224	cluster_12	SAPCD2	1.30228421076235
1.78980618307353e-235	0.899196941897078	0.951	0.492	3.48135200669633e-231	cluster_12	HMGB3	1.29726696885744
2.01744895465404e-232	0.897623900547544	0.936	0.395	3.92413996169758e-228	cluster_12	CENPW	1.29499754990335
0	0.894431116285524	0.867	0.208	0	cluster_12	KIF4A	1.29039133588191
0	0.89291042535054	0.829	0.15	0	cluster_12	DEPDC1	1.28819744261128
0	0.879178514728695	0.868	0.202	0	cluster_12	GTSE1	1.26838648325521
4.4446585388528e-128	0.876004551840358	0.916	0.679	8.64530532392258e-124	cluster_12	ARL6IP1	1.26380742273624
0	0.873810659002445	0.865	0.253	0	cluster_12	KNSTRN	1.26064230441874
0	0.855735308745359	0.88	0.246	0	cluster_12	KNL1	1.23456508624052
0	0.849249005782644	0.811	0.151	0	cluster_12	KIF14	1.2252073291225
6.09694021124306e-194	0.848708909029996	0.957	0.655	1.18591584048889e-189	cluster_12	LBR	1.22442813421586
0	0.846907206221257	0.781	0.158	0	cluster_12	CENPA	1.22182882650853
1.77308421142471e-205	0.840727478593123	0.975	0.588	3.4488260996422e-201	cluster_12	DTYMK	1.21291336410538
8.82033275208392e-176	0.815524458100381	0.99	0.774	1.71564292360784e-171	cluster_12	CKS1B	1.17655309142508
0	0.807820650212391	0.857	0.231	0	cluster_12	ARHGAP11A	1.16543884598911
6.53507127663096e-181	0.799269140654567	0.961	0.613	1.27113671401749e-176	cluster_12	ANP32E	1.15310162555793
1.59123745238807e-177	0.798269152794602	0.998	0.717	3.09511596864003e-173	cluster_12	STMN1	1.15165894803141
0	0.769818913219852	0.773	0.165	0	cluster_12	NEK2	1.11061392848481
2.4212019398604e-194	0.76027201555483	0.952	0.521	4.70947989322246e-190	cluster_12	SKA2	1.09684066656761
3.0374573036194e-182	0.758932107004194	0.972	0.648	5.9081582012701e-178	cluster_12	TMPO	1.09490758714636
1.02563722320884e-183	0.755475395891423	0.997	0.883	1.99496696286352e-179	cluster_12	NUCKS1	1.08992060716618
8.03932512329294e-282	0.75261809697007	0.801	0.215	1.56372912973171e-277	cluster_12	KIF11	1.08579839618201
7.20520325355702e-181	0.748855263134672	0.998	0.934	1.40148408484938e-176	cluster_12	SFPQ	1.08036977446799
2.34781171574741e-201	0.748593803770405	1	0.996	4.56672856830028e-197	cluster_12	H2AFZ	1.07999256833977
8.93445521027223e-15	0.746675229534057	0.837	0.786	1.73784088295005e-10	cluster_12	ARHGAP5	1.07722465080341
8.03535801364878e-185	0.743232106431833	1	0.94	1.56295748723482e-180	cluster_12	RAD21	1.07225727417866
8.24755287364726e-178	0.738072783429606	0.919	0.522	1.60423150945313e-173	cluster_12	CKAP5	1.06481394446901
2.28511805079661e-238	0.736045153521866	0.801	0.241	4.44478312060448e-234	cluster_12	DIAPH3	1.06188869285635
1.49932172504413e-35	0.735290978744442	0.812	0.68	2.91633068738335e-31	cluster_12	SOX9	1.060800648645
2.15533403817036e-119	0.727778927751597	1	0.999	4.19234023764517e-115	cluster_12	HSP90AA1	1.04996304993072
2.37384518459298e-230	0.725822162497203	0.832	0.279	4.61736626855181e-226	cluster_12	LMNB1	1.04714003440202
2.81918694438607e-274	0.725447673969715	0.812	0.221	5.48360052552534e-270	cluster_12	NCAPG	1.04659976166054
8.56414206857903e-189	0.722783116201236	1	0.984	1.66581127375931e-184	cluster_12	HMGN2	1.0427556173818
1.51111339304742e-258	0.71902298235655	0.785	0.211	2.93926666081653e-254	cluster_12	ANLN	1.03733089093099
0	0.716251433518432	0.789	0.182	0	cluster_12	KIF2C	1.03333239116665
3.07350712854774e-183	0.709491516738392	0.827	0.335	5.97827871573822e-179	cluster_12	NCAPD2	1.02357989275127
3.88497745003111e-197	0.692349882454583	0.581	0.149	7.55666963805551e-193	cluster_12	PBK	0.998849741977284
6.1949104275486e-159	0.690019281880911	0.887	0.466	1.20497202726248e-154	cluster_12	DBF4	0.995487396087354
4.36885914812533e-177	0.686662906053271	1	0.918	8.49786792901858e-173	cluster_12	LSM5	0.990645169325458
5.24380754016208e-263	0.684396381721708	0.765	0.206	1.01997300463693e-258	cluster_12	RACGAP1	0.987375265912258
4.41189430898008e-153	0.664610473551649	0.816	0.353	8.58157562039716e-149	cluster_12	KIF22	0.958830234315829
2.43900805859155e-233	0.661616466430901	0.775	0.217	4.74411457476643e-229	cluster_12	KIF23	0.95451079509034
1.15271668519525e-267	0.66135982991862	0.738	0.183	2.24214922437328e-263	cluster_12	BUB1B	0.954140546866761
7.26777408089324e-121	0.656058571319048	1	0.954	1.41365473647454e-116	cluster_12	DEK	0.946492447374689
3.27443684654087e-111	0.653378274574983	0.988	0.924	6.36910711020665e-107	cluster_12	HSPH1	0.942625596553915
7.00854397546074e-117	0.651918786921829	0.832	0.476	1.36323188866687e-112	cluster_12	SMC2	0.940520000954471
1.30288640559667e-17	0.651351252651969	0.414	0.282	2.53424434752608e-13	cluster_12	ARHGAP5-AS1	0.93970122207781
3.97288731092348e-262	0.651065818933431	0.747	0.188	7.72766310847727e-258	cluster_12	TTK	0.939289428267572
9.87391256009951e-242	0.648468909252161	0.773	0.208	1.92057473206496e-237	cluster_12	NDC80	0.935542879548768
2.36289724168631e-98	0.639844027601257	0.992	0.967	4.59607142480405e-94	cluster_12	TUBA1C	0.923099805562754
2.48909703230014e-68	0.638825639499452	0.939	0.845	4.84154263752701e-64	cluster_12	FABP5	0.92163058209858
3.77292991817053e-130	0.635827840826491	0.995	0.979	7.3387259838335e-126	cluster_12	JPT1	0.917305672819515
6.11139512742946e-277	0.635616450396852	0.74	0.18	1.1887274662363e-272	cluster_12	PRC1	0.917000700894983
1.72166651109371e-119	0.634966895774959	0.939	0.737	3.34881353072838e-115	cluster_12	EXOSC8	0.916063591663193
7.25928659890005e-246	0.629804488852186	0.704	0.185	1.41200383635205e-241	cluster_12	SPDL1	0.908615812796657
4.31436773824002e-101	0.628912723457743	0.972	0.868	8.39187668765066e-97	cluster_12	CACYBP	0.907329267284457
8.58079616539255e-133	0.625084495759587	0.84	0.436	1.66905066213051e-128	cluster_12	MIS18BP1	0.901806302168935
1.76612815723189e-105	0.621476444056528	0.877	0.598	3.43529587863174e-101	cluster_12	DDX39A	0.896600983869661
5.67896277354231e-100	0.610680559709384	0.997	0.977	1.10461504908171e-95	cluster_12	DYNLL1	0.881025815060025
2.25068565818141e-199	0.610410639122066	0.771	0.262	4.37780867372867e-195	cluster_12	PARPBP	0.880636401967267
1.07701988478134e-243	0.604879927292098	0.711	0.186	2.09491137788818e-239	cluster_12	TROAP	0.872657271437587
4.6453406939287e-257	0.604368977985374	0.658	0.154	9.03565218376072e-253	cluster_12	DEPDC1B	0.87192012740663
5.48776848009214e-157	0.603597147871014	0.888	0.376	1.06742584706272e-152	cluster_12	UBE2T	0.870806611928233
