p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
5.07671670958257e-298	1.77096881392386	0.62	0.395	9.87472167180906e-294	cluster_2	MMP7	2.55496792541697
0	1.00034666090739	0.492	0.197	0	cluster_2	RSAD2	1.44319516686092
0	0.949099743476336	0.772	0.53	0	cluster_2	ISG20	1.3692614932223
2.01295551237769e-240	0.883435613137804	0.666	0.427	3.91539976712584e-236	cluster_2	IFIT3	1.27452817801861
2.33166177568989e-250	0.819360833540302	0.41	0.165	4.5353153198944e-246	cluster_2	IFIT2	1.18208781124724
0	0.761227313771499	0.797	0.452	0	cluster_2	SDCBP2	1.09821887056737
2.96098951787425e-144	0.73803204187716	0.455	0.254	5.7594207112172e-140	cluster_2	OASL	1.06475516683333
2.27495276969319e-196	0.73519145923514	0.6	0.373	4.42501063233023e-192	cluster_2	RARRES3	1.06065707234246
0	0.724853848241348	0.933	0.857	0	cluster_2	PARP14	1.04574305222707
0	0.674587641376296	0.982	0.91	0	cluster_2	KRT20	0.973224244858565
2.07032602725742e-153	0.658513308559647	0.637	0.426	4.02699115561842e-149	cluster_2	IFIT1	0.950033884618387
2.33283702680104e-149	0.646917617098064	0.942	0.883	4.53760130083071e-145	cluster_2	ISG15	0.933304838051083
0	0.631600437634948	1	0.997	0	cluster_2	NEAT1	0.911206819199238
2.73322961386298e-168	0.619207973915485	0.585	0.371	5.31640492192489e-164	cluster_2	IFI44L	0.893328273246773
1.26118275837038e-160	0.587472619488295	0.619	0.433	2.45312658330623e-156	cluster_2	TXNIP	0.847543834793813
1.4040569462633e-210	0.577538805101673	0.653	0.431	2.73103116617674e-206	cluster_2	DDX58	0.833212370041121
1.07381745789397e-200	0.57447817081695	0.929	0.862	2.08868233734957e-196	cluster_2	MUC13	0.828796808136577
0	0.5721077635554	0.989	0.949	0	cluster_2	CTSD	0.82537703333545
3.28417749264254e-224	0.568986014010146	0.802	0.65	6.388053640939e-220	cluster_2	IRF7	0.820873300747616
5.28267955575168e-187	0.556711206892745	0.666	0.411	1.02753400038926e-182	cluster_2	UCA1	0.803164497391472
4.14500989279283e-195	0.554046838034309	0.884	0.825	8.06245874247133e-191	cluster_2	EPB41L4A-AS1	0.799320625652308
7.19792928858223e-213	0.549029299882212	0.488	0.249	1.40006922592213e-208	cluster_2	CMPK2	0.792081848242806
