p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
1.02348240978464e-111	2.93408371030054	1	0.605	1.99077563527211e-107	cluster_16	MDK	4.23298801840367
0	2.57685915542692	0.86	0.011	0	cluster_16	PAX4	3.71762192460374
0	2.46422701482748	0.957	0.056	0	cluster_16	HEPACAM2	3.55512809391622
6.85818537741341e-75	2.41552822693177	1	0.862	1.33398563776068e-70	cluster_16	SOX4	3.48487059412178
1.18658080761139e-86	2.38667516632883	0.89	0.386	2.30801832888491e-82	cluster_16	HES6	3.44324442667545
0	2.23593014604257	0.732	0.015	0	cluster_16	INSM1	3.22576533346975
2.30746364282724e-101	2.13596864862051	0.994	0.736	4.48824753166326e-97	cluster_16	SEC11C	3.0815513768591
5.93525225650256e-158	2.11975235418	0.97	0.247	1.15446591641231e-153	cluster_16	TUBA1A	3.05815620928819
1.66148339242139e-177	2.01612409224187	0.677	0.087	3.23175134659884e-173	cluster_16	KCTD12	2.9086522296941
3.2262097923272e-285	1.97229291682259	0.854	0.087	6.27530066705563e-281	cluster_16	KLK12	2.84541721028038
0	1.9224996024801	0.75	0.032	0	cluster_16	OR51E1	2.77358064260905
1.71682238801535e-90	1.85854826342044	0.665	0.158	3.33939122692867e-86	cluster_16	CDKN1C	2.68131836288947
0	1.7382762938377	0.506	0.002	0	cluster_16	ENPP2	2.50780258881449
3.82182959194165e-275	1.66245946662118	0.378	0.016	7.4338407392857e-271	cluster_16	CPE	2.39842202817329
1.07835287316028e-34	1.65612004595774	0.805	0.65	2.09750417358406e-30	cluster_16	KCNQ1OT1	2.38927617742003
6.30857206424486e-139	1.65427921702906	0.622	0.089	1.22708035221627e-134	cluster_16	CADPS	2.3866204226535
1.48977175697144e-35	1.63911176399077	0.738	0.423	2.89775504448515e-31	cluster_16	BTG2	2.36473841337225
0	1.61742993945827	0.622	0.012	0	cluster_16	NEUROG3	2.33345815264178
1.52080150212157e-66	1.52972749344065	0.579	0.158	2.95811100177667e-62	cluster_16	RGS16	2.20693026869833
1.51561147539922e-49	1.47848226006569	0.64	0.245	2.94801588079902e-45	cluster_16	IHH	2.13299902463908
9.08804298680476e-77	1.44596302265496	0.982	0.86	1.76771524136339e-72	cluster_16	ZKSCAN1	2.08608368209313
1.45592002449087e-76	1.38375569995761	0.817	0.353	2.83191003963718e-72	cluster_16	CDC42EP3	1.99633748613067
4.69610946614721e-68	1.33062002901097	0.823	0.395	9.13440252260293e-64	cluster_16	CBFA2T2	1.91967891716165
1.47450062182165e-103	1.32644556939783	0.799	0.225	2.86805115950529e-99	cluster_16	RFX3	1.91365644497938
1.76397570450816e-65	1.31835179924575	0.945	0.751	3.43110914283882e-61	cluster_16	FARP1	1.90197960291888
1.21733428216977e-82	1.30574373766628	1	1	2.36783691224841e-78	cluster_16	MALAT1	1.88379001500296
0	1.30532580212915	0.774	0.012	0	cluster_16	RIMBP2	1.88318706147614
1.61110105294605e-148	1.285388984536	0.701	0.109	3.13375265808537e-144	cluster_16	SCG5	1.85442431360339
0	1.26988729426306	0.445	0.015	0	cluster_16	CAMK2B	1.83206010192122
5.90653503060712e-66	1.25508121002942	0.89	0.531	1.14888012880339e-61	cluster_16	IL13RA1	1.81069943762236
1.48249669344872e-200	1.24301870584664	0.579	0.053	2.88360431842711e-196	cluster_16	PTP4A3	1.79329692265716
2.48354843794742e-122	1.24197543665036	0.622	0.103	4.83075006665152e-118	cluster_16	SYT13	1.79179180336137
0	1.20325485884514	0.524	0.019	0	cluster_16	CACNA1A	1.73592981778143
0	1.19128212066324	0.457	0.006	0	cluster_16	SCGN	1.71865680778055
7.91530191054923e-38	1.15849889321933	1	0.935	1.53960537462093e-33	cluster_16	MARCKS	1.67136060812288
9.21969728488865e-240	1.15638795981967	0.518	0.035	1.79332331888369e-235	cluster_16	F10	1.66831517497554
3.33449860565203e-92	1.14249795386058	0.683	0.172	6.48593323785376e-88	cluster_16	FAM241B	1.64827613226044
8.83288601058033e-17	1.13877479619343	0.274	0.099	1.71808465791798e-12	cluster_16	G0S2	1.6429047511576
2.74463649474476e-74	1.11768815751144	0.329	0.043	5.33859244592803e-70	cluster_16	TUBB2B	1.61248316210208
3.42015964151929e-129	1.10403253863903	0.671	0.114	6.65255251871917e-125	cluster_16	RAB26	1.59278226847459
2.65779603140413e-198	1.0964404038519	0.555	0.048	5.16967906068417e-194	cluster_16	RASD1	1.58182913326743
0	1.09301810286829	0.683	0.007	0	cluster_16	VWA5B2	1.57689179660995
4.82592760261958e-88	1.08712467278442	0.768	0.239	9.38691177985535e-84	cluster_16	DBN1	1.56838937425412
2.03001067061704e-19	1.08634027909317	0.811	0.756	3.94857375541721e-15	cluster_16	WSB1	1.56725773336564
3.85981994203385e-48	1.08037769633896	1	1	7.50773576925005e-44	cluster_16	H3F3B	1.55865554479525
9.24277794651692e-40	1.07607758419813	0.72	0.365	1.79781273837701e-35	cluster_16	FOXA2	1.55245179433442
8.26877291542284e-47	1.06601085430582	0.848	0.501	1.6083590197789e-42	cluster_16	HMGB3	1.53792857304082
2.60102926766692e-53	1.05746530305977	0.982	0.722	5.05926202853893e-49	cluster_16	STMN1	1.52559994863647
0	1.05552690246387	0.665	0.006	0	cluster_16	RFX6	1.52280342770951
0	1.05279323241978	0.494	0.009	0	cluster_16	KCNH6	1.51885957549348
9.42664373299449e-69	1.0485493199928	0.561	0.14	1.83357647250476e-64	cluster_16	GADD45G	1.51273690408111
1.86938330931819e-133	1.03968558280853	0.543	0.07	3.63613747495481e-129	cluster_16	LIMD2	1.49994923440162
3.3277343912962e-74	1.0388046296525	1	1	6.47277616451024e-70	cluster_16	SSR4	1.49867828765215
8.76537068332705e-37	1.0342302266677	0.585	0.262	1.70495225161394e-32	cluster_16	RASA4	1.49207881915095
2.44187195085166e-85	1.02780286872119	0.677	0.166	4.74968513160156e-81	cluster_16	MLXIPL	1.48280610171552
