p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
2.89249282935672e-96	1.2464946110018	0.828	0.445	5.62618780238175e-92	cluster_14	FABP1	1.79831159378712
2.36139417918219e-97	1.12317796265602	0.825	0.439	4.59314781792728e-93	cluster_14	S100A2	1.62040327675961
2.63752391332017e-101	1.02995555643789	0.748	0.276	5.13024776379907e-97	cluster_14	LCN15	1.48591177360898
1.12850036724294e-119	1.02866036414144	1	1	2.19504606432424e-115	cluster_14	FTH1	1.48404320610589
8.33398080444094e-113	1.02099618841119	1	0.998	1.62104260627181e-108	cluster_14	CSTB	1.47298613778735
1.46613544684271e-114	1.01106010675021	0.997	0.969	2.85178005765375e-110	cluster_14	RPL22L1	1.4586514020492
1.28581130533178e-112	0.976806666620589	0.925	0.657	2.50103157000084e-108	cluster_14	FXYD5	1.4092341338408
4.49164774822339e-86	0.974929662440282	0.91	0.688	8.73670403506933e-82	cluster_14	PHGR1	1.40652618921815
2.50060266013395e-77	0.965256445092766	0.992	0.972	4.86392223422654e-73	cluster_14	LGALS3	1.39257068652144
1.93498375768045e-128	0.926133050859362	1	0.997	3.76373690706424e-124	cluster_14	COMMD6	1.33612755967817
3.76771061081406e-121	0.91583179989263	1	0.967	7.32857390909442e-117	cluster_14	S100A14	1.32126599599351
3.48662849959827e-143	0.900741977376531	1	1	6.7818410945686e-139	cluster_14	RPL12	1.29949598388164
1.03701400142312e-110	0.894565317362827	0.776	0.334	2.01709593416812e-106	cluster_14	BIK	1.29058494711061
1.08774975566411e-111	0.8906215128126	1	1	2.11578204974226e-107	cluster_14	RPS6	1.28489523984376
1.86968865255664e-114	0.880996486220438	1	0.994	3.63673139808791e-110	cluster_14	TMEM141	1.27100926171083
2.44202760011138e-134	0.878502865758037	0.738	0.252	4.74998788497665e-130	cluster_14	LINC00483	1.26741172783586
2.08753937068418e-112	0.874363968008569	0.915	0.65	4.0604728299178e-108	cluster_14	MRPL23	1.26144056057796
1.7505061368409e-106	0.864662497112422	0.99	0.934	3.40490948676923e-102	cluster_14	AHCY	1.24744429662676
9.13106181028311e-114	0.863814723240593	0.812	0.367	1.77608283271817e-109	cluster_14	PIGZ	1.24622121746608
3.49303637074987e-86	0.8608450311142	0.817	0.378	6.79430504474556e-82	cluster_14	C15orf48	1.24193685736236
4.48568711995004e-100	0.858693104310028	0.892	0.591	8.72511001701483e-96	cluster_14	BOLA3	1.23883228323363
