p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
2.94324914977091e-292	1.04609393401544	0.789	0.57	5.7249139212194e-288	cluster_6	SNCG	1.5091945309081
0	1.04370129535309	0.994	0.904	0	cluster_6	S100A4	1.50574268297529
0	0.907848631477397	0.41	0.095	0	cluster_6	CLEC3A	1.30974871851027
2.16579683820083e-238	0.78285196732561	0.768	0.438	4.21269142998443e-234	cluster_6	CLIC3	1.12941665101083
0	0.731748359404249	0.62	0.236	0	cluster_6	TGM2	1.05568972929114
2.18972819634474e-194	0.709565073034067	0.403	0.135	4.25924031471015e-190	cluster_6	IGFL2-AS1	1.02368601205426
1.28107576743911e-247	0.654497498228216	0.556	0.212	2.49182047524581e-243	cluster_6	NNMT	0.94424029496808
2.88682301679488e-148	0.633240840152189	0.723	0.474	5.61515944996773e-144	cluster_6	WFDC2	0.913573419775923
2.96159452905771e-269	0.629957959438009	0.818	0.469	5.76059751847015e-265	cluster_6	FOXQ1	0.908837224049746
3.32410380757675e-302	0.629722396544295	0.541	0.175	6.46571431611754e-298	cluster_6	EPHB6	0.908497378631168
5.39203410368562e-213	0.613556273342314	0.754	0.445	1.04880455350789e-208	cluster_6	BCAM	0.885174592857269
1.80786336412874e-163	0.60177305600398	0.663	0.382	3.51647502956682e-159	cluster_6	RARRES3	0.868175003637538
8.24694686191872e-213	0.569778825137988	0.929	0.762	1.60411363411181e-208	cluster_6	PLA2G16	0.822017085430115
2.53919828994214e-174	0.56923070895084	0.779	0.548	4.93899459376646e-170	cluster_6	CRABP2	0.821226320925086
3.57668136223032e-116	0.535117908085794	0.869	0.764	6.95700291767419e-112	cluster_6	LY6E	0.772011952286251
5.58935423660976e-155	0.528870240606304	0.824	0.613	1.08718529256296e-150	cluster_6	BMP4	0.762998473396467
8.97013444003482e-231	0.51791345863632	0.986	0.921	1.74478084993117e-226	cluster_6	CTSZ	0.74719117838427
1.18000402498283e-176	0.503880836956628	0.572	0.261	2.29522582899409e-172	cluster_6	RGCC	0.726946384676308
2.53973346633555e-184	0.501348396656178	0.657	0.351	4.94003556536927e-180	cluster_6	FRY	0.723292845613501
7.57343688175105e-180	0.47348557333355	0.599	0.292	1.4731092078694e-175	cluster_6	SGK1	0.68309528858078
6.42552116701929e-131	0.466751057339882	0.743	0.522	1.24982812219692e-126	cluster_6	UCP2	0.673379435753928
3.13744660323408e-130	0.46652284026093	0.765	0.573	6.10264738795061e-126	cluster_6	TBC1D17	0.673050188105877
8.13900645565623e-137	0.464813435821432	0.794	0.536	1.58311814568969e-132	cluster_6	KLK6	0.67058403879814
8.67165788977314e-140	0.457915862211094	0.611	0.329	1.68672417613977e-135	cluster_6	CFH	0.660632943556339
4.08197375549295e-121	0.450659818158192	0.845	0.674	7.93984715180935e-117	cluster_6	TESC	0.650164684784745
4.77084291294878e-138	0.442202351284153	0.841	0.66	9.27976654997667e-134	cluster_6	EPS8L1	0.637963139267087
1.5892380047698e-80	0.4293770369415	0.812	0.71	3.09122684307773e-76	cluster_6	LMO4	0.619460121867099
2.30988195317427e-169	0.428038435896929	0.426	0.163	4.49295138711926e-165	cluster_6	AQP3	0.617528928778368
1.28163601002608e-162	0.422443297373094	0.365	0.128	2.49291020310173e-158	cluster_6	CST6	0.609456850176944
2.75637741678607e-147	0.422247408128446	0.725	0.446	5.36142971339059e-143	cluster_6	NOXO1	0.609174241735128
1.26743822066358e-255	0.421389326669438	0.999	0.995	2.46529408301272e-251	cluster_6	C9orf16	0.607936291869537
9.68561787480733e-162	0.421222012487677	0.974	0.936	1.88394953282877e-157	cluster_6	C19orf33	0.607694908529241
1.16522965739077e-79	0.420232960734499	0.793	0.627	2.26648820659079e-75	cluster_6	BST2	0.606268008469748
4.19880008296315e-10	0.417633003948789	0.902	0.869	8.16708604137163e-06	cluster_6	SNX6	0.602517063708478
3.75254229024546e-122	-0.405844616594662	0.922	0.97	7.29907000875645e-118	cluster_6	MPC2	-0.585510015732601
3.03110433306046e-50	-0.407864582074896	0.619	0.717	5.89580103823591e-46	cluster_6	RPA3	-0.588424209913702
2.504460836192e-77	-0.408513815792453	0.878	0.928	4.87142677247706e-73	cluster_6	H2AFV	-0.5893608561784
1.02252948537069e-37	-0.411874612894769	0.239	0.403	1.98892210199452e-33	cluster_6	CDX2	-0.594209461491345
9.24920986103348e-72	-0.411878432319984	0.072	0.267	1.79906381006962e-67	cluster_6	SGO2	-0.594214971757161
3.68541415717662e-92	-0.418595018690761	0.768	0.887	7.16849907712424e-88	cluster_6	BTG1	-0.603904957605984
1.40226310338579e-53	-0.420163107748033	0.551	0.663	2.7275419623957e-49	cluster_6	TMPO	-0.606167231912583
1.72820163690224e-09	-0.423554600641466	0.543	0.56	3.36152500393855e-05	cluster_6	ISG20	-0.611060121891149
