p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
1.21670704148516e-216	77.0526056575692	0.989	0.968	2.40834991791572e-212	cluster_17	SERF2	111.163412069748
1.01203290688456e-211	25.0526056596303	0.964	0.887	2.0032179358873e-207	cluster_17	PPDPF	36.1432699464954
1.24427940405279e-210	56.0526032715386	0.968	0.876	2.4629266523821e-206	cluster_17	GPX4	80.8668127687652
9.82340634417543e-208	65.0526056596303	0.968	0.936	1.94444505176609e-203	cluster_17	ATP5F1E	93.851071582054
3.07710594432127e-207	3.52498306296384	0.567	0.121	6.09082350618951e-203	cluster_17	FKBP1B	5.08547558415551
7.39823746861765e-207	24.0526056596304	0.948	0.85	1.46440712453818e-202	cluster_17	BRI3	34.7005749056066
1.46455114410031e-205	Inf	0.996	0.989	2.89893253463215e-201	cluster_17	RPL34	Inf
4.07015950880319e-202	99.0522702532574	0.964	0.906	8.05647373172503e-198	cluster_17	EEF1D	142.902219083168
1.51155098223546e-201	45.0682744226602	0.951	0.825	2.99196401423688e-197	cluster_17	CISD3	65.0197760109947
4.94692396023402e-201	36.1258123828975	0.946	0.85	9.79194128688722e-197	cluster_17	C19orf53	52.1185303728914
5.08490731794919e-201	Inf	0.985	0.966	1.00650655451486e-196	cluster_17	RPL36	Inf
9.22426088829113e-200	51.0040182934511	0.957	0.898	1.82585020022835e-195	cluster_17	UQCRH	73.5832442573719
3.59544073779837e-199	45.0525424011434	0.959	0.914	7.1168153963981e-195	cluster_17	COX6B1	64.9970795015694
7.33396837886785e-199	Inf	0.972	0.939	1.4516857009131e-194	cluster_17	FAU	Inf
3.7042612748833e-197	122.05079963209	0.966	0.909	7.33221476750401e-193	cluster_17	HINT1	176.082083365748
7.49642413658236e-197	18.0707485528954	0.959	0.886	1.48384219359511e-192	cluster_17	GNG5	26.0705793224136
2.7139307672007e-196	46.0526107749045	0.946	0.849	5.37195456059706e-192	cluster_17	PPP1R14B	66.4398731849444
4.42519155074093e-195	45.0525540939208	0.953	0.875	8.7592241555366e-191	cluster_17	GUK1	64.9970963706813
2.84297227864579e-194	33.5967478027769	0.951	0.841	5.62737932835148e-190	cluster_17	PCBD1	48.4698614450635
5.61378097942712e-194	34.9306021168143	0.953	0.896	1.1111918070678e-189	cluster_17	NDUFB2	50.3942064491935
6.41390028740768e-194	10.0526510564677	0.948	0.85	1.26956742288948e-189	cluster_17	C9orf16	14.5029098269531
6.95028166597531e-194	3.24517527382868	0.953	0.779	1.37573875296315e-189	cluster_17	MCRIP2	4.68179827436812
