p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
0	1.99234669890866	0.998	0.854	0	cluster_8	SOX4	2.87434870224702
0	1.67205628127905	0.749	0.366	0	cluster_8	HES6	2.41226730508852
0	1.05982319170274	0.627	0.227	0	cluster_8	TUBA1A	1.52900166288865
3.40057866288188e-186	1.04966459927085	0.706	0.407	6.61446555717154e-182	cluster_8	BTG2	1.51434591196475
0	0.898575410042599	0.477	0.067	0	cluster_8	KLK12	1.29637028793322
4.11429465690157e-186	0.794065928635984	0.67	0.348	8.00271453713924e-182	cluster_8	FOXA2	1.14559497738202
0	0.760473166944121	0.683	0.213	0	cluster_8	MEX3A	1.09713086667941
4.17341029749804e-99	0.740904645605973	0.787	0.596	8.11770036966344e-95	cluster_8	MDK	1.06889945798733
1.72334202186681e-289	0.729791455908836	0.968	0.854	3.35207256673313e-285	cluster_8	ZKSCAN1	1.05286651432281
3.31900309628952e-213	0.717551330872049	0.769	0.518	6.45579292259274e-209	cluster_8	IL13RA1	1.03520774663238
2.40969958561834e-213	0.62756387359194	0.306	0.073	4.68710666398622e-209	cluster_8	ATOH1	0.905383288272159
3.81058310269889e-260	0.615894444294877	0.998	0.941	7.4119651930596e-256	cluster_8	SLC12A2	0.888547860495283
1.10667236581379e-165	0.615660773076597	0.496	0.217	2.1525884187444e-161	cluster_8	PROX1	0.888210744187472
0	0.615499787882079	1	0.995	0	cluster_8	MARCKSL1	0.887978491645685
8.11366915857227e-48	0.61484048183544	0.264	0.134	1.57818978803389e-43	cluster_8	REG4	0.88702731408177
2.46049338486648e-111	0.608161441595461	0.698	0.431	4.7859056829038e-107	cluster_8	ANXA13	0.877391495849654
0	0.606274190197632	0.595	0.185	0	cluster_8	TMEM132A	0.874668767617095
6.60747165992054e-89	0.589536932686447	0.765	0.643	1.28521931257114e-84	cluster_8	KCNQ1OT1	0.850522009207628
7.93276693948013e-174	0.587711668194659	0.67	0.376	1.54300249739828e-169	cluster_8	KLHL24	0.847888709177014
7.25749971811084e-280	0.576854400352815	0.997	0.983	1.41165627016974e-275	cluster_8	TPM1	0.832224982703982
2.44922908983225e-131	0.544960592757685	0.372	0.148	4.76399550263272e-127	cluster_8	CDKN1C	0.786211944651423
1.20053970868976e-211	0.54378239093088	0.965	0.846	2.33516978737246e-207	cluster_8	GMDS	0.784512158718724
4.37425822205857e-49	0.521983728846687	0.698	0.641	8.50836966772612e-45	cluster_8	SERPINA1	0.753063337031845
1.03532373350323e-227	0.513257537957114	0.952	0.825	2.01380819403714e-223	cluster_8	RCN2	0.740474104709607
5.84522069925634e-83	0.501042228639186	0.536	0.344	1.13695387821235e-78	cluster_8	CDC42EP3	0.722851138533708
1.51475468790778e-84	0.493958999036393	0.507	0.325	2.94634934344942e-80	cluster_8	RAP1GAP	0.71263219831228
2.39814529308592e-198	0.485686634430435	0.532	0.224	4.66463240958142e-194	cluster_8	DBN1	0.70069769891884
9.31102219614207e-142	0.482261854131611	0.68	0.42	1.81108692737159e-137	cluster_8	PLEKHB1	0.695756785365591
3.05944329253171e-168	0.472283600965089	0.889	0.701	5.95092314830343e-164	cluster_8	NIPSNAP1	0.681361209005516
7.79725676775808e-75	0.469573547472562	0.895	0.772	1.51664441389662e-70	cluster_8	SPINK1	0.677451428271303
1.20537429965875e-138	0.464056210746293	0.835	0.635	2.34457355026623e-134	cluster_8	GLUL	0.6694915939374
6.32193773616033e-169	0.462434849650873	0.959	0.709	1.22968010906055e-164	cluster_8	STMN1	0.667152464325548
1.05369577285187e-51	0.460284786340732	0.643	0.587	2.04954364777417e-47	cluster_8	XIST	0.66405057865041
8.07303819155593e-175	0.447242360907192	0.967	0.922	1.57028665863954e-170	cluster_8	GTF2I	0.645234336156278
1.60702254063052e-132	0.443120961379364	0.959	0.882	3.12581954378042e-128	cluster_8	BAG1	0.639288413495958
4.9537536441033e-148	0.442493469940653	0.868	0.696	9.63554621314534e-144	cluster_8	FNBP1L	0.638383134709129
5.07973672677895e-146	0.441263442130964	0.351	0.127	9.88059590725773e-142	cluster_8	SLC38A11	0.636608579687935
3.54811895781344e-39	0.441047150499637	0.411	0.266	6.90144618484293e-35	cluster_8	DACH1	0.636296536824034
7.69870589949192e-121	0.439054785361009	0.698	0.482	1.49747528451017e-116	cluster_8	CHD6	0.633422161518896
1.22252414797428e-130	0.435896880781332	0.63	0.352	2.37793172022477e-126	cluster_8	LFNG	0.628866268242196
7.57934601642786e-132	0.429711977740252	0.77	0.55	1.47425859365538e-127	cluster_8	ENAH	0.619943339296451
1.23248000563535e-131	0.429681241215984	0.573	0.312	2.39729685896132e-127	cluster_8	MCF2L	0.619898995865314
1.30821899748506e-131	0.428671868119141	0.781	0.56	2.54461677200819e-127	cluster_8	KDM5B	0.618442778304092
8.04167192822998e-110	0.421800550410416	0.87	0.735	1.56418560676001e-105	cluster_8	DDAH2	0.608529562321342
1.05451427546996e-167	0.420888752261158	0.53	0.236	2.05113571721662e-163	cluster_8	HIPK2	0.607214115653116
2.68867458284368e-132	0.420292261436198	0.951	0.896	5.22974093108924e-128	cluster_8	GSN	0.606353561298011
1.96985914503206e-82	0.418239142198332	0.823	0.674	3.83157302300186e-78	cluster_8	PNRC1	0.603391536355187
2.0496476222239e-86	0.418077471403984	0.56	0.357	3.9867695899877e-82	cluster_8	ITPR2	0.603158294701925
2.33538739815054e-114	0.415714907307208	0.851	0.722	4.54256202814261e-110	cluster_8	MYL6B	0.599749835195724
2.08164034796593e-83	0.415696651068894	0.621	0.429	4.04899864082854e-79	cluster_8	KDM1A	0.599723497011244
6.44653872673542e-64	0.414760260945249	0.66	0.543	1.25391624773731e-59	cluster_8	CREB3L1	0.598372571623524
3.76023576882026e-108	0.413344272518142	0.678	0.464	7.31403459393228e-104	cluster_8	KIDINS220	0.59632973214178
5.93548520981352e-109	0.412537524697883	0.735	0.549	1.15451122816083e-104	cluster_8	FAM89B	0.595165841062244
1.36693941065368e-08	0.411297371590201	0.655	0.637	0.000265883384766247	cluster_8	HES1	0.593376678323848
5.01306168066481e-133	0.408839010440274	0.847	0.674	9.75090627506112e-129	cluster_8	RPAIN	0.589830012884135
6.20201609113616e-103	0.406530653463097	1	1	1.20635414988689e-98	cluster_8	MALAT1	0.58649975772056
2.12019655039679e-80	-0.407151419389232	0.448	0.666	4.12399431017679e-76	cluster_8	SLC16A3	-0.587395333643747
2.80886505962943e-46	-0.407698887692023	0.992	0.982	5.46352342748521e-42	cluster_8	RANBP1	-0.588185163449229
2.90792755338734e-56	-0.407896327266653	0.382	0.559	5.65620988409371e-52	cluster_8	WDR34	-0.588470008544422
8.07695315435066e-95	-0.407954600170498	0.504	0.735	1.57104815805275e-90	cluster_8	TMEM45B	-0.588554078573817
