p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
0	1.54399414923391	0.959	0.349	0	cluster_4	ATAD2	2.22751270226133
0	1.52842937334639	0.92	0.15	0	cluster_4	HIST1H1B	2.20505747727586
0	1.50551903737291	0.997	0.512	0	cluster_4	PCLAF	2.17200484918182
0	1.49723151922285	0.999	0.885	0	cluster_4	HIST1H4C	2.16004848784545
0	1.44453204705204	0.853	0.223	0	cluster_4	HIST1H1D	2.08401922068716
0	1.26886760718115	0.903	0.216	0	cluster_4	RRM2	1.83058900442488
0	1.21483786895114	0.947	0.273	0	cluster_4	TYMS	1.75264056901993
0	1.17973753382213	0.978	0.385	0	cluster_4	TK1	1.70200148959577
0	1.17508360009227	0.98	0.383	0	cluster_4	MKI67	1.69528728248307
0	1.16338471630816	0.929	0.434	0	cluster_4	HIST1H1E	1.67840936086379
0	1.13296186916647	0.963	0.318	0	cluster_4	UBE2T	1.63451847016275
0	1.12746080195405	1	0.954	0	cluster_4	TUBA1B	1.6265821077758
0	1.10292252643252	0.872	0.442	0	cluster_4	PCNA	1.59118085936892
0	1.09936007171103	0.923	0.237	0	cluster_4	BRCA2	1.58604132360884
0	1.07872986158505	0.894	0.264	0	cluster_4	FEN1	1.55627822176759
0	1.07319926420738	0.899	0.195	0	cluster_4	MYBL2	1.54829925635767
0	1.06402390050513	0.891	0.258	0	cluster_4	HELLS	1.53506200464608
0	1.04653126097008	0.847	0.24	0	cluster_4	HIST2H2AC	1.50982546033681
0	1.03331177869149	0.761	0.119	0	cluster_4	FAM111B	1.49075377881036
0	1.00335353840294	0.997	0.69	0	cluster_4	STMN1	1.44753317411231
0	0.999286952180641	0.993	0.506	0	cluster_4	HMGB2	1.44166633033606
0	0.977322704922986	0.93	0.182	0	cluster_4	CDK1	1.40997861974058
0	0.972171691985938	0.93	0.457	0	cluster_4	DHFR	1.40254727892075
0	0.971243464533583	0.93	0.369	0	cluster_4	RRM1	1.40120812977842
0	0.967172931884269	0.886	0.25	0	cluster_4	BRCA1	1.39533559251147
0	0.963438903542801	0.999	0.958	0	cluster_4	TUBB	1.3899485283407
0	0.956869079535668	0.954	0.266	0	cluster_4	NUSAP1	1.3804702758261
0	0.953309401390567	0.934	0.514	0	cluster_4	HIST1H1C	1.375334745819
0	0.943470033430284	0.937	0.29	0	cluster_4	CENPK	1.36113953845721
0	0.931648054951698	0.899	0.184	0	cluster_4	CDCA5	1.34408402873266
0	0.922587082810156	0.862	0.215	0	cluster_4	ZWINT	1.33101180915843
0	0.917545097317642	0.961	0.542	0	cluster_4	MCM7	1.32373776169214
0	0.911078546863724	0.876	0.177	0	cluster_4	RAD51AP1	1.31440850142062
0	0.908801225916208	1	0.996	0	cluster_4	H2AFZ	1.31112302178312
0	0.907307511472859	0.977	0.312	0	cluster_4	UBE2C	1.3089680473632
0	0.902470362594199	0.876	0.225	0	cluster_4	FANCI	1.30198951666392
0	0.886240771017345	0.939	0.411	0	cluster_4	H2AFX	1.27857516538033
0	0.885234749124702	1	0.981	0	cluster_4	RANBP1	1.27712378258479
0	0.882376949646159	0.81	0.17	0	cluster_4	DSCC1	1.27300084944924
0	0.860378248360266	0.994	0.753	0	cluster_4	CKS1B	1.24126343219809
0	0.857300297806645	0.833	0.224	0	cluster_4	MCM4	1.23682288819828
