p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
0	1.10299915133762	0.953	0.495	0	cluster_5	PTTG1	1.59129140573952
0	0.89709076281566	1	0.997	0	cluster_5	HMGB1	1.29422839474145
0	0.687136630451438	1	0.984	0	cluster_5	HMGN2	0.991328609165442
7.88732676701398e-248	0.659589302635355	0.995	0.956	1.53416392945189e-243	cluster_5	TUBA1B	0.951586215935437
0	0.647758567351102	0.818	0.349	0	cluster_5	BIRC5	0.934518072810774
7.15991582104909e-210	0.645004745392723	1	0.999	1.39267522635226e-205	cluster_5	HSP90AA1	0.93054514752793
1.83734700859167e-158	0.591574628262924	0.999	0.997	3.57382366641165e-154	cluster_5	LDHA	0.853461782510652
6.22406998519386e-246	0.575653650479516	0.877	0.602	1.21064385282006e-241	cluster_5	ANP32E	0.830492666816427
0	0.574495406198083	0.997	0.914	0	cluster_5	LSM5	0.828821673535465
1.41543233481962e-115	0.570477968064234	0.626	0.405	2.75315743445764e-111	cluster_5	GGH	0.823025735462683
1.58794621440378e-297	0.56802905398732	0.787	0.374	3.0887141816368e-293	cluster_5	CCNB2	0.819492699268356
2.78155030959687e-208	0.559442656769059	0.995	0.955	5.41039350719686e-204	cluster_5	NME1	0.807105146582467
0	0.554737506384745	1	0.998	0	cluster_5	HNRNPA2B1	0.800317049456381
1.05875881457006e-199	0.554148276215708	0.914	0.696	2.05939177022023e-195	cluster_5	RPA3	0.799466970013569
0	0.552645076347469	1	1	0	cluster_5	PTMA	0.797298311018196
3.91541485708779e-203	0.543304517250526	0.998	0.987	7.61587343852146e-199	cluster_5	SNRPB	0.783822732729907
1.84878800796341e-301	0.540670449234626	0.823	0.378	3.59607755428962e-297	cluster_5	CENPW	0.780022575866002
2.31453814479488e-148	0.536947160389111	0.929	0.842	4.50200814544052e-144	cluster_5	FABP5	0.774651005512781
1.62146778931725e-232	0.535152586596701	0.998	0.981	3.15391699700099e-228	cluster_5	HNRNPA3	0.772061982801962
3.5410265861115e-145	0.528443803561147	0.953	0.908	6.88765081264548e-141	cluster_5	XRCC6	0.762383254786169
1.27125061857213e-68	0.526860233235476	0.5	0.323	2.47270957818465e-64	cluster_5	EPB41L2	0.760098645730424
3.56405502384376e-306	0.526008012204446	1	0.996	6.93244342687849e-302	cluster_5	H2AFZ	0.758869150675215
1.48723601164472e-293	0.518453830064657	0.746	0.323	2.89282276625015e-289	cluster_5	CDKN3	0.74797076956417
4.67776894989947e-227	0.514973924957277	0.971	0.901	9.09872838444946e-223	cluster_5	HNRNPM	0.742950327722989
1.53694532272605e-252	0.51214104958807	1	0.999	2.98951234723445e-248	cluster_5	HSPE1	0.738863352476378
4.90679631037076e-187	0.506597762312111	0.928	0.808	9.54420950330216e-183	cluster_5	SSRP1	0.730866079413128
1.24219774564275e-189	0.50342746100561	0.994	0.953	2.41619883504971e-185	cluster_5	DEK	0.726292301440115
2.17331809913168e-12	0.500789741225201	0.678	0.644	4.22732103462102e-08	cluster_5	SCFD1	0.722486876193665
6.52814084530774e-34	0.500037702666466	0.422	0.301	1.26978867582081e-29	cluster_5	NUBPL	0.721401913894421
7.23963056404188e-268	0.492238458749784	0.999	0.972	1.40818054101179e-263	cluster_5	SNRPF	0.71014998337314
6.07121367248835e-230	0.49160218916843	0.999	0.987	1.18091177143571e-225	cluster_5	ANP32B	0.709232040403452
