p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
3.74303082634442e-18	0.411827622007369	0.474	0.44	7.28056926032254e-14	cluster_1	ANXA13	0.594141667971126
7.03652008087683e-271	-0.406057853855599	0.034	0.255	1.36867352093135e-266	cluster_1	BUB1	-0.585817652071488
1.31428045982095e-167	-0.406429253366512	0.999	0.999	2.55640692239774e-163	cluster_1	HSP90AA1	-0.586353468304071
1.72962210388153e-95	-0.40645364153767	0.551	0.666	3.36428795425996e-91	cluster_1	SAMD9	-0.586388652997657
1.56700207358105e-138	-0.407104761914633	0.44	0.577	3.04797573332251e-134	cluster_1	WDR34	-0.587328021136523
1.94365843356206e-253	-0.407513767523439	0.21	0.45	3.78061001912156e-249	cluster_1	CTNNAL1	-0.587918091500044
1.21708008730775e-227	-0.407759610045652	0.1	0.313	2.3673424778223e-223	cluster_1	KNSTRN	-0.58827276728768
8.83177395710074e-188	-0.409572568770636	0.57	0.706	1.71786835239566e-183	cluster_1	SMC1A	-0.590888313849551
2.29831877662846e-174	-0.411531190110576	0.093	0.273	4.47045985242002e-170	cluster_1	PRR11	-0.593714007143662
3.78971800170496e-187	-0.417132566334786	0.135	0.332	7.37138048511632e-183	cluster_1	MCM4	-0.601795084844482
3.45514623364241e-271	-0.418188151537012	0.037	0.259	6.72060493905785e-267	cluster_1	AURKB	-0.60331797238097
5.14163068140914e-157	-0.41986041241448	0.701	0.77	1.00009858384089e-152	cluster_1	NASP	-0.605730534855966
5.24959355895506e-264	-0.420357021315223	0.112	0.349	1.02109844315235e-259	cluster_1	ORC6	-0.606446990054328
5.60100283589918e-161	-0.422864714849142	0.388	0.563	1.08945106161075e-156	cluster_1	HES4	-0.610064827079782
1.61968642319253e-296	-0.423541153123406	0.031	0.266	3.15045206175179e-292	cluster_1	NUF2	-0.611040721223531
2.34968347463286e-266	-0.424460009789263	0.107	0.342	4.57036932650837e-262	cluster_1	LMNB1	-0.61236635117865
3.86798510290041e-259	-0.424898182212122	0.055	0.275	7.52361782365159e-255	cluster_1	KIF11	-0.612998500360163
2.41339629197211e-76	-0.425105743435802	0.143	0.256	4.69429712751495e-72	cluster_1	RSAD2	-0.613297947908247
5.36246693928522e-261	-0.426442126203372	0.296	0.536	1.04305344436037e-256	cluster_1	CDC25B	-0.61522594069975
8.49435516367361e-144	-0.429644232999871	0.98	0.983	1.65223702288615e-139	cluster_1	RANBP1	-0.619845604295456
1.28020565186296e-102	-0.429705264165114	0.394	0.513	2.49012801343864e-98	cluster_1	HIST1H1E	-0.619933653654892
7.8712381384085e-243	-0.431116227657432	0.176	0.402	1.53103453030184e-238	cluster_1	NCAPD3	-0.621969243688134
1.28311003476621e-152	-0.431734046158669	0.711	0.793	2.49577732862375e-148	cluster_1	H1FX	-0.622860567376039
0	-0.432660919501035	0.029	0.276	0	cluster_1	KIF4A	-0.624197762950602
1.90296405072511e-185	-0.433314452631223	0.333	0.514	3.70145537506541e-181	cluster_1	DBF4	-0.625140611956582
5.71993266593991e-262	-0.434568633662848	0.144	0.382	1.11258410285197e-257	cluster_1	CENPM	-0.626950012711283
6.72008968308411e-98	-0.437847874875275	0.333	0.464	1.30712464425669e-93	cluster_1	MCM3	-0.631680957746331
1.71184076143669e-221	-0.442884797679007	0.9	0.933	3.32970146507051e-217	cluster_1	HSPH1	-0.638947701296616
0	-0.443419744191142	0.046	0.308	0	cluster_1	RAD51AP1	-0.639719465976814
2.03200620176983e-145	-0.444176840313021	0.448	0.59	3.9524552630625e-141	cluster_1	HIST1H1C	-0.640811724797325
5.01131815521446e-59	-0.450129564042438	0.531	0.613	9.74751494370765e-55	cluster_1	DDIT3	-0.649399689801536
0	-0.459000436238076	0.079	0.338	0	cluster_1	SKA3	-0.662197653126544
5.48406219928264e-277	-0.459938756308981	0.062	0.295	1.06670493838247e-272	cluster_1	ARHGAP11A	-0.663551362839604
9.02131382896741e-247	-0.461910048274185	0.08	0.301	1.75473575287245e-242	cluster_1	SGO2	-0.666395335981948
0	-0.463702491507883	0.035	0.289	0	cluster_1	NCAPG	-0.668981284946279
1.63149578743199e-217	-0.465467759049064	0.387	0.569	3.17342245613395e-213	cluster_1	SKA2	-0.671528027673784
0	-0.467512125477871	0.078	0.353	0	cluster_1	FANCI	-0.674477424982383
5.5478037372094e-224	-0.469327785243788	0.323	0.528	1.0791033049246e-219	cluster_1	SMC2	-0.677096868322613
1.57917222239367e-300	-0.470268759059256	0.034	0.272	3.07164788977793e-296	cluster_1	NDC80	-0.678454406579796
5.77667297354761e-108	-0.47071985182632	0.602	0.707	1.12362066008475e-103	cluster_1	ARL6IP1	-0.67910519587782
2.92356937469739e-279	-0.470827799869838	0.049	0.279	5.68663479072389e-275	cluster_1	KIF23	-0.679260931984877
0	-0.472727235843719	0.031	0.276	0	cluster_1	ANLN	-0.682001238844881
1.80174837864557e-195	-0.476042207987742	0.651	0.748	3.5045807713035e-191	cluster_1	MZT1	-0.686783732717749
7.69812208223117e-67	-0.482462302192235	0.349	0.47	1.49736172621478e-62	cluster_1	S100A2	-0.69604597078861
1.33837883443751e-186	-0.486632748474013	0.948	0.973	2.60328067086439e-182	cluster_1	TUBA1C	-0.702062652957625
3.84524319532212e-230	-0.489218682815181	0.345	0.544	7.47938253922105e-226	cluster_1	HMGB3	-0.705793367607693
0	-0.494770122327948	0.045	0.319	0	cluster_1	CDCA5	-0.713802401862556
2.63020879273653e-301	-0.496489412735522	0.031	0.269	5.11601912275183e-297	cluster_1	DLGAP5	-0.716282813607411
2.24692321574058e-116	-0.496775363760528	0.402	0.53	4.370490346937e-112	cluster_1	CKAP2	-0.716695353733125
0	-0.499846342114336	0.082	0.34	0	cluster_1	ZWINT	-0.721125838974841
0	-0.501887715371823	0.045	0.311	0	cluster_1	DIAPH3	-0.72407091805002
0	-0.50377512918599	0.027	0.269	0	cluster_1	GTSE1	-0.726793880599824
2.08082382524157e-215	-0.506319201879484	0.548	0.684	4.04741042247738e-211	cluster_1	TMPO	-0.73046420165839
2.1302764925394e-71	-0.512658766849437	0.371	0.478	4.14360080563839e-67	cluster_1	IFIT3	-0.739610260601934
8.22236389616205e-71	-0.522083275971375	0.558	0.633	1.59933200144248e-66	cluster_1	CD55	-0.753206953174966
9.64567473819748e-246	-0.523498302056615	0.929	0.962	1.87618019332679e-241	cluster_1	DEK	-0.755248404290871
1.11324901368821e-206	-0.523943727350105	0.404	0.591	2.16538065652494e-202	cluster_1	PHLDA1	-0.755891017152876
3.71731494409951e-225	-0.526480463924803	0.156	0.372	7.23054929776795e-221	cluster_1	HELLS	-0.759550754429234
0	-0.530888868436804	0.054	0.317	0	cluster_1	KNL1	-0.765910737756931
0	-0.532174058013803	0.056	0.328	0	cluster_1	MYBL2	-0.76776487438627
1.6634382348705e-241	-0.533755473032742	0.258	0.476	3.23555371064661e-237	cluster_1	RRM1	-0.77004637399168
0	-0.540978779496007	0.038	0.307	0	cluster_1	CEP55	-0.780467402405053
9.05323442659835e-292	-0.543728448563286	0.12	0.372	1.76094462831764e-287	cluster_1	BRCA1	-0.784434336332503
1.86125908683797e-276	-0.546038916243774	0.05	0.279	3.62033504980854e-272	cluster_1	CENPE	-0.787767636597277
1.32578002584205e-179	-0.553491361436275	0.379	0.543	2.57877472826538e-175	cluster_1	DHFR	-0.798519242318994
5.36424507463436e-107	-0.556615612798778	0.463	0.584	1.04339930946713e-102	cluster_1	ISG20	-0.803026584266169
8.49471505430048e-243	-0.559004746161417	0.309	0.511	1.65230702521199e-238	cluster_1	H2AFX	-0.80647337512047
1.1219047985203e-269	-0.572333597849321	0.426	0.63	2.18221702360183e-265	cluster_1	MCM7	-0.825702843351354
0	-0.576020710118026	0.141	0.418	0	cluster_1	CENPK	-0.831022221936615
2.30398537513697e-302	-0.576788469086769	0.128	0.387	4.48148195317893e-298	cluster_1	FEN1	-0.832129863993419
6.01633511621157e-121	-0.585697904774003	0.386	0.516	1.17023734345431e-116	cluster_1	PCNA	-0.84498346267651
0	-0.595036877702843	0.041	0.312	0	cluster_1	CCNA2	-0.858456752607944
1.92290643289101e-224	-0.595491118100462	0.087	0.293	3.74024530261631e-220	cluster_1	PLK1	-0.859112082976961
0	-0.614480815335193	0.978	0.986	0	cluster_1	HMGN2	-0.886508425005489
0	-0.615998209521843	0.453	0.663	0	cluster_1	ECT2	-0.888697562073643
3.03116550268515e-182	-0.624791328582094	0.143	0.331	5.89592001927289e-178	cluster_1	HIST1H1D	-0.901383351335813
1.00807578640595e-165	-0.633337845474208	0.182	0.356	1.96080821213822e-161	cluster_1	AURKA	-0.913713368872941
1.94481716847604e-226	-0.63749098753341	0.073	0.276	3.78286387440274e-222	cluster_1	HIST1H1B	-0.919705086325859
1.120560642292e-110	-0.643935051090747	0.695	0.791	2.17960250532218e-106	cluster_1	GDF15	-0.929001904863202
0	-0.652658431855749	0.132	0.41	0	cluster_1	CDKN3	-0.941587083032656
8.3336026617164e-37	-0.661179274841365	0.354	0.44	1.62096905373046e-32	cluster_1	MMP7	-0.953880060952198
6.8081986254071e-292	-0.663518346324934	0.463	0.633	1.32426271462794e-287	cluster_1	DTYMK	-0.957254627781828
1.95978195730037e-223	-0.667019431768178	0.979	0.985	3.81197188514495e-219	cluster_1	TUBB4B	-0.962305626388525
0	-0.675281709177903	0.131	0.404	0	cluster_1	TYMS	-0.974225573033984
0	-0.676782605172268	0.077	0.347	0	cluster_1	RRM2	-0.976390908241945
0	-0.688714894326293	0.067	0.337	0	cluster_1	CDC20	-0.99360556263091
0	-0.694218000734588	0.173	0.471	0	cluster_1	CENPW	-1.00154486695564
0	-0.69578339539894	0.08	0.373	0	cluster_1	BRCA2	-1.00380325407494
0	-0.7036395935212	0.175	0.445	0	cluster_1	UBE2T	-1.01513735214616
0	-0.710656032016424	0.994	0.997	0	cluster_1	H2AFZ	-1.02525993316792
0	-0.723588303566379	0.199	0.466	0	cluster_1	MAD2L1	-1.04391725720047
1.24981133514673e-242	-0.733900048053516	0.233	0.448	2.4310080279939e-238	cluster_1	CCNB2	-1.05879395983498
1.35901079983669e-237	-0.741749206622576	1	0.997	2.64341190676234e-233	cluster_1	HMGB1	-1.07011790197771
8.07061612864005e-229	-0.751050971112129	0.731	0.823	1.56981554318178e-224	cluster_1	CKS2	-1.08353751147831
0	-0.757036708165475	0.066	0.315	0	cluster_1	CDK1	-1.09217310464124
0	-0.757793197223216	0.942	0.968	0	cluster_1	TUBB	-1.09326448765333
6.16181181938841e-139	-0.75839266085937	0.874	0.904	1.19853401698924e-134	cluster_1	HIST1H4C	-1.0941293308684
0	-0.774712803302742	0.146	0.433	0	cluster_1	KIF20B	-1.11767431943805
0	-0.808041280515041	0.682	0.805	0	cluster_1	CKS1B	-1.16575714823262
2.30537831388779e-273	-0.816317396896373	0.435	0.636	4.48419135834315e-269	cluster_1	KPNA2	-1.17769706029378
1.57773100514961e-65	-0.816372115699145	0.831	0.871	3.0688445781165e-61	cluster_1	SOX4	-1.17777600283919
0	-0.823632620181087	0.226	0.508	0	cluster_1	TK1	-1.18825069664964
0	-0.82398137403008	0.403	0.624	0	cluster_1	SMC4	-1.18875384209807
0	-0.87532688201498	0.05	0.339	0	cluster_1	ASPM	-1.26282975183981
1.01580745543723e-223	-0.876502596719495	0.456	0.647	1.97584708157095e-219	cluster_1	MDK	-1.26452594961351
2.0219051310917e-281	-0.87686457455525	0.229	0.464	3.93280767048646e-277	cluster_1	ATAD2	-1.26504817324207
0	-0.878355818237922	0.151	0.442	0	cluster_1	BIRC5	-1.26719958310782
0	-0.889748789664969	0.07	0.335	0	cluster_1	HMMR	-1.28363616648661
0	-0.916075124446118	0.858	0.924	0	cluster_1	UBE2S	-1.32161703912016
0	-0.98729151369164	0.398	0.609	0	cluster_1	PCLAF	-1.42436057071469
